I2C Interface
Sample, TimeStamp(ms), Temperature(deg C), Pressure(Pa), Humidity(%), Gas resistance(ohm), Gas Index, Status
1065, 1405202215, 26.63, 99598.51, 37.29, 58394.16, 0, 0xb0
1066, 1405202418, 26.63, 99597.53, 37.28, 58076.23, 0, 0xb0
1067, 1405202622, 26.63, 99595.78, 37.29, 58195.04, 0, 0xb0
1068, 1405202825, 26.64, 99599.58, 37.28, 57997.28, 0, 0xb0
1069, 1405203029, 26.63, 99596.91, 37.28, 58394.16, 0, 0xb0
1070, 1405203233, 26.63, 99598.74, 37.28, 58036.73, 0, 0xb0
1071, 1405203436, 26.63, 99598.68, 37.28, 58115.78, 0, 0xb0
1072, 1405203640, 26.63, 99598.66, 37.28, 58394.16, 0, 0xb0
1073, 1405203844, 26.63, 99596.51, 37.29, 58554.44, 0, 0xb0
1074, 1405204047, 26.63, 99598.49, 37.28, 58155.38, 0, 0xb0
1075, 1405204251, 26.63, 99597.38, 37.30, 58115.78, 0, 0xb0
1076, 1405204454, 26.63, 99598.33, 37.31, 58675.22, 0, 0xb0
1077, 1405204658, 26.63, 99596.73, 37.31, 58155.38, 0, 0xb0
1078, 1405204862, 26.62, 99596.17, 37.31, 58314.35, 0, 0xb0
1079, 1405205065, 26.62, 99595.78, 37.32, 58394.16, 0, 0xb0
1080, 1405205269, 26.62, 99598.65, 37.33, 58594.64, 0, 0xb0
1081, 1405205472, 26.62, 99596.86, 37.31, 58394.16, 0, 0xb0
1082, 1405205676, 26.62, 99597.88, 37.33, 58634.91, 0, 0xb0
1083, 1405205880, 26.62, 99597.35, 37.31, 58354.23, 0, 0xb0
1084, 1405206083, 26.61, 99597.25, 37.31, 58634.91, 0, 0xb0
1085, 1405206287, 26.61, 99593.41, 37.29, 58474.19, 0, 0xb0
1086, 1405206490, 26.60, 99596.98, 37.28, 58594.64, 0, 0xb0
1087, 1405206694, 26.61, 99594.73, 37.27, 58837.05, 0, 0xb0
1088, 1405206897, 26.61, 99600.06, 37.27, 58474.19, 0, 0xb0
1089, 1405207101, 26.60, 99597.09, 37.25, 58434.15, 0, 0xb0
1090, 1405207305, 26.60, 99595.55, 37.25, 58715.60, 0, 0xb0
1091, 1405207508, 26.60, 99598.29, 37.24, 58675.22, 0, 0xb0
1092, 1405207712, 26.60, 99597.65, 37.22, 58634.91, 0, 0xb0
1093, 1405207915, 26.59, 99595.99, 37.22, 58634.91, 0, 0xb0
1094, 1405208119, 26.60, 99598.66, 37.21, 58877.64, 0, 0xb0
1095, 1405208323, 26.59, 99597.59, 37.22, 58474.19, 0, 0xb0
1096, 1405208526, 26.60, 99596.46, 37.22, 58554.44, 0, 0xb0
1097, 1405208730, 26.60, 99595.27, 37.22, 58715.60, 0, 0xb0
1098, 1405208933, 26.59, 99599.07, 37.20, 58959.00, 0, 0xb0
1099, 1405209137, 26.60, 99595.85, 37.22, 58918.30, 0, 0xb0
1100, 1405209340, 26.60, 99597.21, 37.21, 58877.64, 0, 0xb0
1101, 1405209544, 26.60, 99596.07, 37.20, 58999.77, 0, 0xb0
1102, 1405209748, 26.60, 99595.98, 37.22, 59081.47, 0, 0xb0
1103, 1405209951, 26.61, 99596.65, 37.21, 58837.05, 0, 0xb0
1104, 1405210155, 26.61, 99597.16, 37.21, 58999.77, 0, 0xb0
1105, 1405210358, 26.60, 99597.20, 37.22, 58877.64, 0, 0xb0
1106, 1405210562, 26.61, 99594.68, 37.21, 59204.44, 0, 0xb0
1107, 1405210766, 26.61, 99596.41, 37.22, 59081.47, 0, 0xb0
1108, 1405210969, 26.61, 99598.77, 37.21, 59122.40, 0, 0xb0
1109, 1405211173, 26.61, 99597.70, 37.22, 58918.30, 0, 0xb0
1110, 1405211377, 26.61, 99598.00, 37.20, 58999.77, 0, 0xb0
1111, 1405211580, 26.60, 99598.21, 37.21, 59204.44, 0, 0xb0
1112, 1405211784, 26.60, 99595.93, 37.21, 59081.47, 0, 0xb0
1113, 1405211987, 26.60, 99596.61, 37.20, 58999.77, 0, 0xb0
1114, 1405212191, 26.60, 99598.78, 37.21, 59204.44, 0, 0xb0
1115, 1405212395, 26.60, 99599.23, 37.19, 59122.40, 0, 0xb0
1116, 1405212598, 26.60, 99597.77, 37.21, 58837.05, 0, 0xb0
1117, 1405212802, 26.60, 99597.23, 37.20, 59451.93, 0, 0xb0
1118, 1405213006, 26.60, 99598.82, 37.19, 59327.93, 0, 0xb0
1119, 1405213209, 26.59, 99597.52, 37.19, 59286.71, 0, 0xb0
1120, 1405213413, 26.59, 99596.88, 37.19, 59081.47, 0, 0xb0
1121, 1405213616, 26.59, 99596.96, 37.19, 59245.55, 0, 0xb0
1122, 1405213820, 26.58, 99596.12, 37.18, 59286.71, 0, 0xb0
1123, 1405214024, 26.59, 99597.27, 37.18, 59163.39, 0, 0xb0
1124, 1405214227, 26.59, 99596.89, 37.19, 59410.54, 0, 0xb0
1125, 1405214431, 26.59, 99597.86, 37.17, 59369.20, 0, 0xb0
1126, 1405214635, 26.59, 99600.30, 37.17, 59369.20, 0, 0xb0
1127, 1405214838, 26.59, 99598.05, 37.17, 59410.54, 0, 0xb0
1128, 1405215042, 26.59, 99597.70, 37.19, 59618.07, 0, 0xb0
1129, 1405215245, 26.59, 99599.05, 37.17, 59369.20, 0, 0xb0
1130, 1405215449, 26.59, 99599.62, 37.18, 59659.75, 0, 0xb0
1131, 1405215653, 26.59, 99596.63, 37.17, 59701.49, 0, 0xb0
1132, 1405215856, 26.59, 99597.52, 37.17, 59701.49, 0, 0xb0
1133, 1405216060, 26.59, 99597.69, 37.17, 59493.38, 0, 0xb0
1134, 1405216264, 26.59, 99598.25, 37.16, 59493.38, 0, 0xb0
1135, 1405216467, 26.59, 99598.18, 37.17, 59410.54, 0, 0xb0
1136, 1405216671, 26.59, 99598.38, 37.17, 59286.71, 0, 0xb0
1137, 1405216874, 26.59, 99595.59, 37.15, 59785.15, 0, 0xb0
1138, 1405217078, 26.59, 99599.25, 37.16, 59827.06, 0, 0xb0
1139, 1405217282, 26.59, 99598.82, 37.18, 59743.29, 0, 0xb0
1140, 1405217485, 26.59, 99599.75, 37.16, 59576.45, 0, 0xb0
1141, 1405217689, 26.59, 99596.21, 37.15, 59785.15, 0, 0xb0
1142, 1405217892, 26.59, 99596.18, 37.17, 59493.38, 0, 0xb0
1143, 1405218096, 26.59, 99597.59, 37.19, 59785.15, 0, 0xb0
1144, 1405218300, 26.59, 99597.50, 37.17, 59995.31, 0, 0xb0
1145, 1405218503, 26.59, 99600.25, 37.15, 59785.15, 0, 0xb0
1146, 1405218707, 26.59, 99599.06, 37.17, 59743.29, 0, 0xb0
1147, 1405218910, 26.59, 99598.31, 37.16, 59827.06, 0, 0xb0
1148, 1405219114, 26.58, 99597.09, 37.17, 59785.15, 0, 0xb0
1149, 1405219318, 26.59, 99597.03, 37.17, 60037.52, 0, 0xb0
1150, 1405219521, 26.58, 99596.66, 37.16, 59785.15, 0, 0xb0
1151, 1405219725, 26.59, 99599.06, 37.15, 60079.79, 0, 0xb0
1152, 1405219928, 26.59, 99597.31, 37.16, 59659.75, 0, 0xb0
1153, 1405220132, 26.59, 99601.01, 37.17, 60122.12, 0, 0xb0
1154, 1405220336, 26.59, 99597.37, 37.19, 60079.79, 0, 0xb0
1155, 1405220539, 26.59, 99597.83, 37.17, 60079.79, 0, 0xb0
1156, 1405220743, 26.59, 99595.43, 37.16, 59827.06, 0, 0xb0
1157, 1405220947, 26.58, 99597.60, 37.17, 60037.52, 0, 0xb0
1158, 1405221150, 26.59, 99599.48, 37.19, 59869.04, 0, 0xb0
1159, 1405221354, 26.59, 99600.70, 37.18, 60249.47, 0, 0xb0
1160, 1405221558, 26.59, 99598.58, 37.19, 59953.16, 0, 0xb0
1161, 1405221761, 26.59, 99599.73, 37.19, 59659.75, 0, 0xb0
1162, 1405221965, 26.59, 99598.59, 37.20, 60079.79, 0, 0xb0
1163, 1405222168, 26.59, 99597.91, 37.21, 59953.16, 0, 0xb0
1164, 1405222372, 26.59, 99597.49, 37.22, 60122.12, 0, 0xb0
1165, 1405222576, 26.58, 99597.77, 37.24, 59995.31, 0, 0xb0
1166, 1405222779, 26.58, 99596.99, 37.25, 60079.79, 0, 0xb0
1167, 1405222983, 26.59, 99602.12, 37.26, 60079.79, 0, 0xb0
1168, 1405223186, 26.58, 99596.52, 37.27, 60206.96, 0, 0xb0
1169, 1405223390, 26.58, 99597.04, 37.28, 60377.36, 0, 0xb0
1170, 1405223594, 26.59, 99598.77, 37.30, 60249.47, 0, 0xb0
1171, 1405223797, 26.58, 99597.69, 37.30, 60164.51, 0, 0xb0
1172, 1405224001, 26.58, 99599.50, 37.32, 60122.12, 0, 0xb0
1173, 1405224205, 26.59, 99599.09, 37.32, 60079.79, 0, 0xb0
1174, 1405224408, 26.58, 99595.95, 37.32, 59995.31, 0, 0xb0
1175, 1405224612, 26.59, 99600.30, 37.32, 60037.52, 0, 0xb0
1176, 1405224815, 26.58, 99599.94, 37.32, 60037.52, 0, 0xb0
1177, 1405225019, 26.58, 99597.71, 37.33, 60164.51, 0, 0xb0
1178, 1405225223, 26.59, 99598.94, 37.32, 60037.52, 0, 0xb0
1179, 1405225426, 26.59, 99600.83, 37.32, 60249.47, 0, 0xb0
1180, 1405225630, 26.58, 99600.04, 37.32, 60334.67, 0, 0xb0
1181, 1405225833, 26.58, 99598.37, 37.29, 60548.72, 0, 0xb0
1182, 1405226037, 26.58, 99599.40, 37.28, 60079.79, 0, 0xb0
1183, 1405226241, 26.58, 99600.19, 37.28, 60548.72, 0, 0xb0
1184, 1405226444, 26.58, 99599.87, 37.28, 60249.47, 0, 0xb0
1185, 1405226648, 26.58, 99601.35, 37.26, 60548.72, 0, 0xb0
1186, 1405226852, 26.58, 99598.62, 37.62, 60249.47, 0, 0xb0
1187, 1405227055, 26.58, 99601.60, 38.21, 59995.31, 0, 0xb0
1188, 1405227259, 26.58, 99599.72, 38.71, 59701.49, 0, 0xb0
1189, 1405227462, 26.57, 99599.62, 39.21, 59081.47, 0, 0xb0
1190, 1405227666, 26.57, 99600.26, 39.53, 58594.64, 0, 0xb0
1191, 1405227870, 26.57, 99601.79, 39.80, 58877.64, 0, 0xb0
1192, 1405228073, 26.57, 99599.50, 40.07, 58195.04, 0, 0xb0
1193, 1405228277, 26.57, 99600.09, 40.28, 58036.73, 0, 0xb0
1194, 1405228480, 26.58, 99598.66, 40.47, 57605.76, 0, 0xb0
1195, 1405228684, 26.58, 99599.68, 40.60, 57489.33, 0, 0xb0
1196, 1405228888, 26.57, 99599.99, 40.68, 57450.63, 0, 0xb0
1197, 1405229091, 26.58, 99596.68, 40.76, 56914.18, 0, 0xb0
1198, 1405229295, 26.58, 99600.48, 40.78, 56762.75, 0, 0xb0
1199, 1405229499, 26.58, 99599.98, 40.82, 56838.37, 0, 0xb0
1200, 1405229702, 26.58, 99599.48, 40.79, 56350.43, 0, 0xb0
1201, 1405229906, 26.58, 99600.62, 40.75, 56387.66, 0, 0xb0
1202, 1405230109, 26.59, 99599.85, 40.70, 56462.29, 0, 0xb0
1203, 1405230313, 26.59, 99600.34, 40.65, 56276.11, 0, 0xb0
1204, 1405230517, 26.59, 99596.62, 40.60, 55907.40, 0, 0xb0
1205, 1405230720, 26.58, 99598.88, 40.55, 55797.73, 0, 0xb0
1206, 1405230924, 26.59, 99597.80, 40.47, 55507.37, 0, 0xb0
1207, 1405231127, 26.59, 99597.30, 40.40, 56201.98, 0, 0xb0
1208, 1405231331, 26.59, 99598.84, 40.32, 55652.18, 0, 0xb0
1209, 1405231535, 26.59, 99598.05, 40.24, 55907.40, 0, 0xb0
1210, 1405231738, 26.59, 99599.97, 40.18, 55834.24, 0, 0xb0
1211, 1405231942, 26.59, 99599.55, 40.13, 55579.68, 0, 0xb0
1212, 1405232145, 26.59, 99599.30, 40.34, 55543.50, 0, 0xb0
1213, 1405232349, 26.59, 99597.47, 40.79, 55148.64, 0, 0xb0
1214, 1405232553, 26.59, 99599.33, 41.25, 55041.93, 0, 0xb0
1215, 1405232756, 26.59, 99600.73, 41.71, 54619.16, 0, 0xb0
1216, 1405232960, 26.59, 99601.41, 42.09, 54375.53, 0, 0xb0
1217, 1405233164, 26.59, 99598.54, 42.32, 53962.90, 0, 0xb0
1218, 1405233367, 26.59, 99599.84, 42.47, 53657.52, 0, 0xb0
1219, 1405233571, 26.59, 99599.87, 42.54, 53422.37, 0, 0xb0
1220, 1405233774, 26.59, 99598.02, 42.57, 53623.80, 0, 0xb0
1221, 1405233978, 26.59, 99598.50, 42.56, 53288.93, 0, 0xb0
1222, 1405234182, 26.59, 99599.76, 42.54, 53123.05, 0, 0xb0
1223, 1405234385, 26.60, 99599.77, 42.48, 53123.05, 0, 0xb0
1224, 1405234589, 26.60, 99601.51, 42.44, 52925.37, 0, 0xb0
1225, 1405234792, 26.60, 99599.89, 42.36, 52566.73, 0, 0xb0
1226, 1405234996, 26.60, 99600.12, 42.29, 52664.06, 0, 0xb0
1227, 1405235200, 26.60, 99598.50, 42.23, 52599.14, 0, 0xb0
1228, 1405235403, 26.60, 99597.32, 42.18, 52631.58, 0, 0xb0
1229, 1405235607, 26.61, 99600.23, 42.12, 52341.04, 0, 0xb0
1230, 1405235810, 26.60, 99598.98, 42.07, 52631.58, 0, 0xb0
1231, 1405236014, 26.61, 99599.51, 42.02, 52341.04, 0, 0xb0
1232, 1405236218, 26.61, 99598.64, 41.98, 52502.05, 0, 0xb0
1233, 1405236421, 26.61, 99598.84, 41.95, 52149.11, 0, 0xb0
1234, 1405236625, 26.61, 99601.21, 41.89, 52181.00, 0, 0xb0
1235, 1405236829, 26.61, 99602.35, 41.82, 52244.90, 0, 0xb0
1236, 1405237032, 26.61, 99601.57, 41.76, 52021.95, 0, 0xb0
1237, 1405237236, 26.62, 99601.79, 41.67, 52341.04, 0, 0xb0
1238, 1405237439, 26.62, 99601.43, 41.54, 52469.77, 0, 0xb0
1239, 1405237643, 26.61, 99599.63, 41.42, 52212.93, 0, 0xb0
1240, 1405237847, 26.61, 99600.37, 41.29, 52244.90, 0, 0xb0
1241, 1405238050, 26.62, 99601.20, 41.14, 52212.93, 0, 0xb0
1242, 1405238254, 26.62, 99601.64, 40.98, 52599.14, 0, 0xb0
1243, 1405238457, 26.61, 99599.66, 40.82, 52729.14, 0, 0xb0
1244, 1405238661, 26.62, 99601.91, 40.62, 52729.14, 0, 0xb0
1245, 1405238865, 26.62, 99600.11, 40.44, 52729.14, 0, 0xb0
1246, 1405239068, 26.62, 99601.83, 40.25, 53156.14, 0, 0xb0
1247, 1405239272, 26.62, 99602.03, 40.03, 53222.45, 0, 0xb0
1248, 1405239476, 26.62, 99600.04, 39.85, 53288.93, 0, 0xb0
1249, 1405239679, 26.62, 99600.95, 39.66, 53355.57, 0, 0xb0
1250, 1405239883, 26.62, 99600.63, 39.48, 53691.27, 0, 0xb0
1251, 1405240086, 26.61, 99598.09, 39.33, 53792.81, 0, 0xb0
1252, 1405240290, 26.62, 99599.12, 39.18, 53657.52, 0, 0xb0
1253, 1405240494, 26.62, 99601.14, 39.04, 53792.81, 0, 0xb0
1254, 1405240697, 26.62, 99601.38, 38.90, 54065.47, 0, 0xb0
1255, 1405240901, 26.61, 99598.48, 38.79, 54271.78, 0, 0xb0
1256, 1405241104, 26.62, 99601.18, 38.68, 54549.33, 0, 0xb0
1257, 1405241308, 26.62, 99598.85, 38.59, 54689.17, 0, 0xb0
1258, 1405241512, 26.61, 99599.41, 38.51, 54935.62, 0, 0xb0
1259, 1405241715, 26.62, 99600.27, 38.43, 54971.01, 0, 0xb0
1260, 1405241919, 26.62, 99598.58, 38.33, 54864.98, 0, 0xb0
1261, 1405242122, 26.61, 99600.45, 38.26, 55399.27, 0, 0xb0
1262, 1405242326, 26.61, 99598.85, 38.21, 55399.27, 0, 0xb0
1263, 1405242530, 26.61, 99598.60, 38.14, 55579.68, 0, 0xb0
1264, 1405242733, 26.62, 99599.96, 38.08, 55615.90, 0, 0xb0
1265, 1405242937, 26.61, 99599.69, 38.03, 55652.18, 0, 0xb0
1266, 1405243141, 26.61, 99598.62, 37.98, 55944.05, 0, 0xb0
1267, 1405243344, 26.61, 99599.85, 37.93, 56054.30, 0, 0xb0
1268, 1405243548, 26.61, 99600.57, 37.89, 56424.95, 0, 0xb0
1269, 1405243751, 26.61, 99597.53, 37.86, 56276.11, 0, 0xb0
1270, 1405243955, 26.61, 99599.41, 37.83, 56838.37, 0, 0xb0
1271, 1405244159, 26.61, 99601.34, 37.80, 56838.37, 0, 0xb0
1272, 1405244362, 26.61, 99600.73, 37.75, 56800.53, 0, 0xb0
1273, 1405244566, 26.61, 99598.49, 37.75, 57181.15, 0, 0xb0
1274, 1405244769, 26.62, 99601.52, 37.72, 56914.18, 0, 0xb0
1275, 1405244973, 26.61, 99598.31, 37.68, 57066.43, 0, 0xb0
1276, 1405245177, 26.61, 99599.26, 37.67, 57489.33, 0, 0xb0
1277, 1405245380, 26.61, 99597.62, 37.63, 57257.88, 0, 0xb0
1278, 1405245584, 26.62, 99601.20, 37.62, 57840.04, 0, 0xb0
1279, 1405245787, 26.61, 99598.33, 37.61, 57528.09, 0, 0xb0
1280, 1405245991, 26.61, 99599.62, 37.60, 57918.55, 0, 0xb0
1281, 1405246195, 26.61, 99599.72, 37.59, 57957.89, 0, 0xb0
1282, 1405246398, 26.62, 99600.16, 37.58, 58155.38, 0, 0xb0
1283, 1405246602, 26.62, 99598.43, 37.58, 57997.28, 0, 0xb0
1284, 1405246806, 26.62, 99599.56, 37.57, 58076.23, 0, 0xb0
1285, 1405247009, 26.61, 99599.27, 37.57, 58155.38, 0, 0xb0
1286, 1405247213, 26.61, 99597.78, 37.57, 58354.23, 0, 0xb0
1287, 1405247416, 26.62, 99600.93, 37.58, 58514.29, 0, 0xb0
1288, 1405247620, 26.62, 99596.97, 37.59, 58756.02, 0, 0xb0
1289, 1405247824, 26.62, 99599.63, 37.57, 58634.91, 0, 0xb0
1290, 1405248027, 26.62, 99599.02, 37.56, 58514.29, 0, 0xb0
1291, 1405248231, 26.62, 99598.49, 37.56, 58959.00, 0, 0xb0
1292, 1405248434, 26.62, 99599.29, 37.55, 58877.64, 0, 0xb0
1293, 1405248638, 26.62, 99599.84, 37.56, 58877.64, 0, 0xb0
1294, 1405248842, 26.63, 99601.80, 37.54, 58877.64, 0, 0xb0
1295, 1405249045, 26.62, 99600.73, 37.51, 59163.39, 0, 0xb0
1296, 1405249249, 26.62, 99599.43, 37.51, 58837.05, 0, 0xb0
1297, 1405249452, 26.62, 99596.88, 37.49, 59286.71, 0, 0xb0
1298, 1405249656, 26.62, 99600.16, 37.48, 59327.93, 0, 0xb0
1299, 1405249860, 26.62, 99598.87, 37.48, 58959.00, 0, 0xb0
1300, 1405250063, 26.62, 99598.49, 37.48, 59659.75, 0, 0xb0
1301, 1405250267, 26.62, 99599.95, 37.46, 59534.88, 0, 0xb0
1302, 1405250471, 26.63, 99600.44, 37.46, 59618.07, 0, 0xb0
1303, 1405250674, 26.63, 99599.55, 37.45, 59493.38, 0, 0xb0
1304, 1405250878, 26.63, 99599.20, 37.46, 59869.04, 0, 0xb0
1305, 1405251081, 26.63, 99599.80, 37.45, 59743.29, 0, 0xb0
1306, 1405251285, 26.63, 99600.92, 37.45, 59995.31, 0, 0xb0
1307, 1405251489, 26.63, 99599.12, 37.46, 59659.75, 0, 0xb0
1308, 1405251692, 26.63, 99600.75, 37.46, 60079.79, 0, 0xb0
1309, 1405251896, 26.63, 99599.91, 37.48, 59869.04, 0, 0xb0
1310, 1405252099, 26.63, 99600.28, 37.48, 60122.12, 0, 0xb0
1311, 1405252303, 26.63, 99599.48, 37.49, 59827.06, 0, 0xb0
1312, 1405252507, 26.63, 99599.59, 37.50, 59953.16, 0, 0xb0
1313, 1405252710, 26.63, 99598.78, 37.50, 60206.96, 0, 0xb0
1314, 1405252914, 26.63, 99599.46, 37.53, 60122.12, 0, 0xb0
1315, 1405253117, 26.63, 99600.62, 37.52, 60037.52, 0, 0xb0
1316, 1405253321, 26.63, 99599.97, 37.51, 60292.04, 0, 0xb0
1317, 1405253525, 26.63, 99599.23, 37.54, 60462.92, 0, 0xb0
1318, 1405253728, 26.63, 99602.09, 37.54, 60292.04, 0, 0xb0
1319, 1405253932, 26.63, 99599.02, 37.54, 60377.36, 0, 0xb0
1320, 1405254136, 26.63, 99600.02, 37.57, 60334.67, 0, 0xb0
1321, 1405254339, 26.63, 99599.88, 37.58, 60548.72, 0, 0xb0
1322, 1405254543, 26.63, 99598.87, 37.59, 60462.92, 0, 0xb0
1323, 1405254746, 26.63, 99599.42, 37.59, 60548.72, 0, 0xb0
1324, 1405254950, 26.63, 99598.41, 37.59, 60677.89, 0, 0xb0
1325, 1405255154, 26.63, 99598.29, 37.61, 60721.06, 0, 0xb0
1326, 1405255357, 26.63, 99600.01, 37.62, 60462.92, 0, 0xb0
1327, 1405255561, 26.63, 99599.39, 37.64, 60721.06, 0, 0xb0
1328, 1405255764, 26.63, 99597.78, 37.64, 60206.96, 0, 0xb0
1329, 1405255968, 26.63, 99601.12, 37.63, 60462.92, 0, 0xb0
1330, 1405256172, 26.63, 99598.33, 37.64, 60721.06, 0, 0xb0
1331, 1405256375, 26.63, 99600.46, 37.64, 60721.06, 0, 0xb0
1332, 1405256579, 26.63, 99598.52, 37.65, 60807.60, 0, 0xb0
1333, 1405256782, 26.63, 99599.51, 37.63, 60591.71, 0, 0xb0
1334, 1405256986, 26.64, 99600.09, 37.64, 60764.30, 0, 0xb0
1335, 1405257190, 26.63, 99599.27, 37.64, 60937.87, 0, 0xb0
1336, 1405257393, 26.64, 99599.90, 37.65, 60894.39, 0, 0xb0
1337, 1405257597, 26.63, 99597.61, 37.64, 60721.06, 0, 0xb0
1338, 1405257801, 26.64, 99599.22, 37.64, 60894.39, 0, 0xb0
1339, 1405258004, 26.63, 99599.21, 37.63, 61068.70, 0, 0xb0
1340, 1405258208, 26.64, 99599.15, 37.65, 60677.89, 0, 0xb0
1341, 1405258411, 26.63, 99598.69, 37.64, 61068.70, 0, 0xb0
1342, 1405258615, 26.64, 99596.84, 37.65, 61025.03, 0, 0xb0
1343, 1405258819, 26.64, 99600.70, 37.65, 61200.09, 0, 0xb0
1344, 1405259022, 26.64, 99600.51, 37.64, 60937.87, 0, 0xb0
1345, 1405259226, 26.64, 99596.72, 37.64, 61112.44, 0, 0xb0
1346, 1405259429, 26.64, 99597.65, 37.61, 61288.00, 0, 0xb0
1347, 1405259633, 26.64, 99599.12, 37.62, 61332.05, 0, 0xb0
1348, 1405259837, 26.64, 99598.83, 37.61, 61288.00, 0, 0xb0
1349, 1405260040, 26.64, 99600.23, 37.60, 61288.00, 0, 0xb0
1350, 1405260244, 26.64, 99598.77, 37.56, 61420.34, 0, 0xb0
1351, 1405260447, 26.64, 99600.02, 37.54, 61553.26, 0, 0xb0
1352, 1405260651, 26.64, 99599.19, 37.53, 61112.44, 0, 0xb0
1353, 1405260855, 26.63, 99600.79, 37.51, 61553.26, 0, 0xb0
1354, 1405261058, 26.63, 99597.76, 37.48, 61553.26, 0, 0xb0
1355, 1405261262, 26.63, 99598.59, 37.46, 61420.34, 0, 0xb0
1356, 1405261465, 26.63, 99597.68, 37.44, 61686.75, 0, 0xb0
1357, 1405261669, 26.62, 99597.55, 37.43, 61420.34, 0, 0xb0
1358, 1405261873, 26.63, 99600.43, 37.41, 61597.69, 0, 0xb0
1359, 1405262076, 26.62, 99597.49, 37.40, 61508.89, 0, 0xb0
1360, 1405262280, 26.62, 99598.65, 37.37, 61731.37, 0, 0xb0
1361, 1405262484, 26.63, 99598.21, 37.37, 61776.06, 0, 0xb0
1362, 1405262687, 26.62, 99598.65, 37.36, 62045.57, 0, 0xb0
1363, 1405262891, 26.62, 99599.66, 37.35, 61776.06, 0, 0xb0
1364, 1405263094, 26.63, 99598.43, 37.34, 62090.71, 0, 0xb0
1365, 1405263298, 26.62, 99599.62, 37.33, 61820.82, 0, 0xb0
1366, 1405263502, 26.62, 99598.84, 37.33, 61820.82, 0, 0xb0
1367, 1405263705, 26.63, 99599.05, 37.31, 62226.54, 0, 0xb0
1368, 1405263909, 26.62, 99598.41, 37.31, 62045.57, 0, 0xb0
1369, 1405264112, 26.63, 99598.26, 37.31, 62135.92, 0, 0xb0
1370, 1405264316, 26.63, 99598.84, 37.32, 62000.48, 0, 0xb0
1371, 1405264520, 26.63, 99598.71, 37.31, 62181.20, 0, 0xb0
1372, 1405264723, 26.63, 99599.02, 37.32, 62408.58, 0, 0xb0
1373, 1405264927, 26.63, 99597.36, 37.31, 62045.57, 0, 0xb0
1374, 1405265130, 26.63, 99598.69, 37.31, 62226.54, 0, 0xb0
1375, 1405265334, 26.64, 99598.61, 37.31, 62271.95, 0, 0xb0
1376, 1405265538, 26.64, 99597.91, 37.32, 62317.43, 0, 0xb0
1377, 1405265741, 26.64, 99599.37, 37.32, 62045.57, 0, 0xb0
1378, 1405265945, 26.64, 99598.03, 37.32, 62362.97, 0, 0xb0
1379, 1405266149, 26.64, 99599.47, 37.31, 62545.81, 0, 0xb0
1380, 1405266352, 26.64, 99598.42, 37.31, 62090.71, 0, 0xb0
1381, 1405266556, 26.64, 99599.41, 37.31, 62500.00, 0, 0xb0
1382, 1405266759, 26.64, 99600.42, 37.30, 62454.26, 0, 0xb0
1383, 1405266963, 26.64, 99600.41, 37.30, 62500.00, 0, 0xb0
1384, 1405267167, 26.64, 99598.88, 37.30, 62500.00, 0, 0xb0
1385, 1405267370, 26.64, 99601.29, 37.29, 62362.97, 0, 0xb0
1386, 1405267574, 26.64, 99599.09, 37.28, 62362.97, 0, 0xb0
1387, 1405267777, 26.64, 99600.73, 37.27, 62226.54, 0, 0xb0
1388, 1405267981, 26.64, 99598.95, 37.27, 62271.95, 0, 0xb0
1389, 1405268185, 26.63, 99597.22, 37.25, 62545.81, 0, 0xb0
1390, 1405268388, 26.64, 99601.50, 37.25, 62545.81, 0, 0xb0
1391, 1405268592, 26.63, 99598.31, 37.24, 62868.37, 0, 0xb0
1392, 1405268795, 26.64, 99600.59, 37.23, 62545.81, 0, 0xb0
1393, 1405268999, 26.64, 99600.06, 37.23, 62591.69, 0, 0xb0
1394, 1405269203, 26.63, 99597.22, 37.23, 62914.72, 0, 0xb0
1395, 1405269406, 26.63, 99599.62, 37.24, 62637.63, 0, 0xb0
1396, 1405269610, 26.63, 99600.20, 37.23, 62961.14, 0, 0xb0
1397, 1405269814, 26.63, 99597.80, 37.24, 62775.87, 0, 0xb0
1398, 1405270017, 26.63, 99598.05, 37.25, 62868.37, 0, 0xb0
1399, 1405270221, 26.63, 99601.07, 37.25, 62961.14, 0, 0xb0
1400, 1405270424, 26.63, 99600.72, 37.25, 63147.51, 0, 0xb0
1401, 1405270628, 26.63, 99599.54, 37.25, 63007.63, 0, 0xb0
1402, 1405270832, 26.63, 99599.70, 37.24, 63194.27, 0, 0xb0
1403, 1405271035, 26.63, 99599.05, 37.26, 63100.81, 0, 0xb0
1404, 1405271239, 26.63, 99597.91, 37.27, 63194.27, 0, 0xb0
1405, 1405271442, 26.62, 99597.42, 37.25, 63194.27, 0, 0xb0
1406, 1405271646, 26.62, 99598.80, 37.27, 63147.51, 0, 0xb0
1407, 1405271850, 26.62, 99597.62, 37.26, 63241.11, 0, 0xb0
1408, 1405272053, 26.62, 99599.29, 37.27, 63100.81, 0, 0xb0
1409, 1405272257, 26.62, 99597.55, 37.26, 63054.19, 0, 0xb0
1410, 1405272460, 26.62, 99599.01, 37.27, 62961.14, 0, 0xb0
1411, 1405272664, 26.62, 99598.27, 37.27, 63007.63, 0, 0xb0
1412, 1405272868, 26.61, 99598.29, 37.26, 63241.11, 0, 0xb0
