I2C Interface
Sample, TimeStamp(ms), Temperature(deg C), Pressure(Pa), Humidity(%), Gas resistance(ohm), Gas Index, Status
353, 1405057239, 26.26, 99590.79, 38.09, 42440.32, 0, 0xb0
354, 1405057443, 26.26, 99593.45, 38.06, 42482.57, 0, 0xb0
355, 1405057646, 26.27, 99592.95, 38.06, 42314.05, 0, 0xb0
356, 1405057850, 26.27, 99595.02, 38.07, 42356.05, 0, 0xb0
357, 1405058054, 26.26, 99590.95, 38.06, 42440.32, 0, 0xb0
358, 1405058257, 26.26, 99592.49, 38.06, 42567.34, 0, 0xb0
359, 1405058461, 26.27, 99594.80, 38.06, 42440.32, 0, 0xb0
360, 1405058664, 26.27, 99592.12, 38.07, 42356.05, 0, 0xb0
361, 1405058868, 26.27, 99590.97, 38.06, 42652.45, 0, 0xb0
362, 1405059072, 26.27, 99592.33, 38.07, 42440.32, 0, 0xb0
363, 1405059275, 26.27, 99591.77, 38.06, 42695.13, 0, 0xb0
364, 1405059479, 26.28, 99594.41, 38.06, 42780.75, 0, 0xb0
365, 1405059683, 26.27, 99593.22, 38.05, 42652.45, 0, 0xb0
366, 1405059886, 26.27, 99594.44, 38.05, 42780.75, 0, 0xb0
367, 1405060090, 26.28, 99592.80, 38.05, 42780.75, 0, 0xb0
368, 1405060293, 26.28, 99592.63, 38.06, 42823.69, 0, 0xb0
369, 1405060497, 26.28, 99590.98, 38.05, 42780.75, 0, 0xb0
370, 1405060701, 26.28, 99592.04, 38.05, 42780.75, 0, 0xb0
371, 1405060904, 26.28, 99595.58, 38.05, 42780.75, 0, 0xb0
372, 1405061108, 26.29, 99595.25, 38.05, 42953.02, 0, 0xb0
373, 1405061312, 26.28, 99592.09, 38.08, 42866.71, 0, 0xb0
374, 1405061515, 26.28, 99593.09, 38.07, 43083.14, 0, 0xb0
375, 1405061719, 26.29, 99592.86, 38.07, 43126.68, 0, 0xb0
376, 1405061922, 26.29, 99593.72, 38.09, 43170.32, 0, 0xb0
377, 1405062126, 26.29, 99593.05, 38.07, 43345.75, 0, 0xb0
378, 1405062330, 26.29, 99591.04, 38.07, 42996.30, 0, 0xb0
379, 1405062533, 26.29, 99593.25, 38.10, 43126.68, 0, 0xb0
380, 1405062737, 26.29, 99594.88, 38.09, 43126.68, 0, 0xb0
381, 1405062940, 26.29, 99592.24, 38.10, 42909.82, 0, 0xb0
382, 1405063144, 26.30, 99591.15, 38.12, 43257.86, 0, 0xb0
383, 1405063348, 26.29, 99593.78, 38.12, 43257.86, 0, 0xb0
384, 1405063551, 26.30, 99593.28, 38.11, 43257.86, 0, 0xb0
385, 1405063755, 26.30, 99593.92, 38.12, 43345.75, 0, 0xb0
386, 1405063959, 26.30, 99591.32, 38.13, 43301.76, 0, 0xb0
387, 1405064162, 26.30, 99590.79, 38.13, 43389.83, 0, 0xb0
388, 1405064366, 26.30, 99593.80, 38.12, 43301.76, 0, 0xb0
389, 1405064569, 26.30, 99592.00, 38.13, 43345.75, 0, 0xb0
390, 1405064773, 26.31, 99594.24, 38.13, 43434.00, 0, 0xb0
391, 1405064977, 26.30, 99591.52, 38.13, 43522.61, 0, 0xb0
392, 1405065180, 26.30, 99591.65, 38.12, 43567.05, 0, 0xb0
393, 1405065384, 26.30, 99594.15, 38.13, 43434.00, 0, 0xb0
394, 1405065587, 26.31, 99592.44, 38.12, 43522.61, 0, 0xb0
395, 1405065791, 26.31, 99591.77, 38.13, 43522.61, 0, 0xb0
396, 1405065995, 26.31, 99594.77, 38.12, 43656.21, 0, 0xb0
397, 1405066198, 26.32, 99595.66, 38.11, 43522.61, 0, 0xb0
398, 1405066402, 26.31, 99591.45, 38.12, 43478.26, 0, 0xb0
399, 1405066606, 26.32, 99593.52, 38.09, 43567.05, 0, 0xb0
400, 1405066809, 26.31, 99592.72, 38.09, 43434.00, 0, 0xb0
401, 1405067013, 26.31, 99592.27, 38.10, 43700.92, 0, 0xb0
402, 1405067216, 26.32, 99594.14, 38.08, 43611.59, 0, 0xb0
403, 1405067420, 26.31, 99594.59, 38.09, 43700.92, 0, 0xb0
404, 1405067624, 26.31, 99594.61, 38.07, 43700.92, 0, 0xb0
405, 1405067827, 26.31, 99592.61, 38.07, 43790.62, 0, 0xb0
406, 1405068031, 26.31, 99592.81, 38.09, 44061.96, 0, 0xb0
407, 1405068234, 26.31, 99593.66, 38.07, 43745.73, 0, 0xb0
408, 1405068438, 26.32, 99595.98, 38.09, 43925.88, 0, 0xb0
409, 1405068642, 26.32, 99593.32, 38.07, 43971.14, 0, 0xb0
410, 1405068845, 26.32, 99593.42, 38.09, 44016.51, 0, 0xb0
411, 1405069049, 26.32, 99593.55, 38.07, 44016.51, 0, 0xb0
412, 1405069252, 26.32, 99593.18, 38.08, 44016.51, 0, 0xb0
413, 1405069456, 26.32, 99594.48, 38.07, 43880.70, 0, 0xb0
414, 1405069660, 26.32, 99594.11, 38.09, 44061.96, 0, 0xb0
415, 1405069863, 26.32, 99594.00, 38.09, 44061.96, 0, 0xb0
416, 1405070067, 26.32, 99593.08, 38.09, 44153.16, 0, 0xb0
417, 1405070271, 26.32, 99592.70, 38.09, 44198.89, 0, 0xb0
418, 1405070474, 26.32, 99592.52, 38.09, 44244.73, 0, 0xb0
419, 1405070678, 26.32, 99593.40, 38.10, 44107.51, 0, 0xb0
420, 1405070881, 26.32, 99594.19, 38.09, 44290.66, 0, 0xb0
421, 1405071085, 26.32, 99591.19, 38.09, 44198.89, 0, 0xb0
422, 1405071289, 26.32, 99594.34, 38.10, 44198.89, 0, 0xb0
423, 1405071492, 26.32, 99594.43, 38.09, 44198.89, 0, 0xb0
424, 1405071696, 26.32, 99595.11, 38.10, 44153.16, 0, 0xb0
425, 1405071899, 26.32, 99593.85, 38.10, 44429.02, 0, 0xb0
426, 1405072103, 26.32, 99591.57, 38.09, 44429.02, 0, 0xb0
427, 1405072307, 26.33, 99593.27, 38.11, 44244.73, 0, 0xb0
428, 1405072510, 26.33, 99592.73, 38.12, 44290.66, 0, 0xb0
429, 1405072714, 26.33, 99591.66, 38.10, 44244.73, 0, 0xb0
430, 1405072918, 26.33, 99593.96, 38.10, 44429.02, 0, 0xb0
431, 1405073121, 26.33, 99590.98, 38.11, 44429.02, 0, 0xb0
432, 1405073325, 26.33, 99593.91, 38.12, 44244.73, 0, 0xb0
433, 1405073528, 26.33, 99591.88, 38.13, 44614.85, 0, 0xb0
434, 1405073732, 26.33, 99591.34, 38.13, 44568.25, 0, 0xb0
435, 1405073936, 26.33, 99593.24, 38.12, 44475.33, 0, 0xb0
436, 1405074139, 26.33, 99591.55, 38.13, 44614.85, 0, 0xb0
437, 1405074343, 26.34, 99593.94, 38.12, 44521.74, 0, 0xb0
438, 1405074546, 26.34, 99592.49, 38.11, 44614.85, 0, 0xb0
439, 1405074750, 26.34, 99593.19, 38.12, 44755.25, 0, 0xb0
440, 1405074954, 26.34, 99594.80, 38.11, 44802.24, 0, 0xb0
441, 1405075157, 26.34, 99594.12, 38.11, 44614.85, 0, 0xb0
442, 1405075361, 26.34, 99590.27, 38.10, 44849.34, 0, 0xb0
443, 1405075565, 26.34, 99590.73, 38.10, 44568.25, 0, 0xb0
444, 1405075768, 26.34, 99594.99, 38.07, 44568.25, 0, 0xb0
445, 1405075972, 26.34, 99592.13, 38.07, 44849.34, 0, 0xb0
446, 1405076175, 26.35, 99595.09, 38.08, 44661.55, 0, 0xb0
447, 1405076379, 26.35, 99594.43, 38.06, 44661.55, 0, 0xb0
448, 1405076583, 26.35, 99593.73, 38.05, 44991.21, 0, 0xb0
449, 1405076786, 26.35, 99591.08, 38.05, 44943.82, 0, 0xb0
450, 1405076990, 26.35, 99591.59, 38.04, 44755.25, 0, 0xb0
451, 1405077193, 26.35, 99592.84, 38.02, 44943.82, 0, 0xb0
452, 1405077397, 26.35, 99594.31, 38.01, 44991.21, 0, 0xb0
453, 1405077601, 26.35, 99592.71, 38.01, 45086.30, 0, 0xb0
454, 1405077804, 26.35, 99592.12, 37.99, 44849.34, 0, 0xb0
455, 1405078008, 26.35, 99593.30, 37.99, 44943.82, 0, 0xb0
456, 1405078211, 26.35, 99592.61, 37.99, 44991.21, 0, 0xb0
457, 1405078415, 26.35, 99593.09, 37.98, 44991.21, 0, 0xb0
458, 1405078619, 26.36, 99592.12, 37.97, 45181.79, 0, 0xb0
459, 1405078822, 26.36, 99592.64, 37.98, 44943.82, 0, 0xb0
460, 1405079026, 26.36, 99593.85, 37.96, 44991.21, 0, 0xb0
461, 1405079230, 26.36, 99594.70, 37.97, 45133.99, 0, 0xb0
462, 1405079433, 26.36, 99593.41, 37.97, 45086.30, 0, 0xb0
463, 1405079637, 26.36, 99592.41, 37.97, 45422.29, 0, 0xb0
464, 1405079840, 26.36, 99594.07, 37.96, 45229.68, 0, 0xb0
465, 1405080044, 26.36, 99593.73, 37.97, 45325.78, 0, 0xb0
466, 1405080248, 26.36, 99595.36, 37.97, 45277.68, 0, 0xb0
467, 1405080451, 26.36, 99592.88, 37.97, 45229.68, 0, 0xb0
468, 1405080655, 26.37, 99594.66, 37.98, 45422.29, 0, 0xb0
469, 1405080858, 26.36, 99590.79, 37.97, 45519.20, 0, 0xb0
470, 1405081062, 26.37, 99594.38, 37.97, 45470.69, 0, 0xb0
471, 1405081266, 26.37, 99593.11, 37.98, 45470.69, 0, 0xb0
472, 1405081469, 26.37, 99593.90, 37.97, 45422.29, 0, 0xb0
473, 1405081673, 26.37, 99593.90, 37.98, 45567.82, 0, 0xb0
474, 1405081877, 26.36, 99593.27, 37.98, 45470.69, 0, 0xb0
475, 1405082080, 26.37, 99592.29, 37.97, 45519.20, 0, 0xb0
476, 1405082284, 26.37, 99592.34, 37.99, 45714.29, 0, 0xb0
477, 1405082487, 26.37, 99593.45, 37.98, 45616.54, 0, 0xb0
478, 1405082691, 26.38, 99592.84, 38.00, 45812.46, 0, 0xb0
479, 1405082895, 26.38, 99596.13, 37.99, 45714.29, 0, 0xb0
480, 1405083098, 26.38, 99593.58, 37.99, 45812.46, 0, 0xb0
481, 1405083302, 26.37, 99593.89, 38.00, 45714.29, 0, 0xb0
482, 1405083505, 26.38, 99594.53, 38.00, 45763.32, 0, 0xb0
483, 1405083709, 26.38, 99592.52, 38.02, 45714.29, 0, 0xb0
484, 1405083913, 26.38, 99593.56, 38.05, 45665.36, 0, 0xb0
485, 1405084116, 26.38, 99593.80, 38.07, 45861.70, 0, 0xb0
486, 1405084320, 26.38, 99594.86, 38.10, 45861.70, 0, 0xb0
487, 1405084524, 26.38, 99593.14, 38.14, 45812.46, 0, 0xb0
488, 1405084727, 26.38, 99591.73, 38.16, 45861.70, 0, 0xb0
489, 1405084931, 26.38, 99595.38, 38.20, 45665.36, 0, 0xb0
490, 1405085134, 26.38, 99593.55, 38.22, 46059.73, 0, 0xb0
491, 1405085338, 26.39, 99594.70, 38.24, 45861.70, 0, 0xb0
492, 1405085542, 26.39, 99594.34, 38.25, 46010.07, 0, 0xb0
493, 1405085745, 26.39, 99592.45, 38.26, 45911.05, 0, 0xb0
494, 1405085949, 26.39, 99594.02, 38.27, 45567.82, 0, 0xb0
495, 1405086152, 26.39, 99594.29, 38.28, 45861.70, 0, 0xb0
496, 1405086356, 26.39, 99593.42, 38.29, 45812.46, 0, 0xb0
497, 1405086560, 26.39, 99592.47, 38.29, 45861.70, 0, 0xb0
498, 1405086763, 26.39, 99591.91, 38.31, 45861.70, 0, 0xb0
499, 1405086967, 26.39, 99593.10, 38.31, 45812.46, 0, 0xb0
500, 1405087171, 26.39, 99594.77, 38.31, 45763.32, 0, 0xb0
501, 1405087374, 26.39, 99594.50, 38.31, 45665.36, 0, 0xb0
502, 1405087578, 26.39, 99592.88, 38.32, 45763.32, 0, 0xb0
503, 1405087781, 26.40, 99596.01, 38.31, 45861.70, 0, 0xb0
504, 1405087985, 26.40, 99594.64, 38.29, 45861.70, 0, 0xb0
505, 1405088189, 26.39, 99596.05, 38.30, 45812.46, 0, 0xb0
506, 1405088392, 26.40, 99592.59, 38.30, 45861.70, 0, 0xb0
507, 1405088596, 26.40, 99595.45, 38.29, 45960.50, 0, 0xb0
508, 1405088799, 26.40, 99596.51, 38.28, 45714.29, 0, 0xb0
509, 1405089003, 26.40, 99595.88, 38.26, 45861.70, 0, 0xb0
510, 1405089207, 26.41, 99595.16, 38.25, 45960.50, 0, 0xb0
511, 1405089410, 26.40, 99594.95, 38.24, 45960.50, 0, 0xb0
512, 1405089614, 26.41, 99594.91, 38.23, 45960.50, 0, 0xb0
513, 1405089817, 26.41, 99595.65, 38.21, 45812.46, 0, 0xb0
514, 1405090021, 26.41, 99593.59, 38.21, 45960.50, 0, 0xb0
515, 1405090225, 26.40, 99593.48, 38.20, 46209.39, 0, 0xb0
516, 1405090428, 26.41, 99594.12, 38.17, 45911.05, 0, 0xb0
517, 1405090632, 26.41, 99594.96, 38.18, 46159.39, 0, 0xb0
518, 1405090836, 26.41, 99596.19, 38.15, 46159.39, 0, 0xb0
519, 1405091039, 26.41, 99595.81, 38.12, 46259.49, 0, 0xb0
520, 1405091243, 26.41, 99594.24, 38.10, 46010.07, 0, 0xb0
521, 1405091446, 26.41, 99593.39, 38.08, 46360.02, 0, 0xb0
522, 1405091650, 26.42, 99595.02, 38.06, 46209.39, 0, 0xb0
523, 1405091854, 26.42, 99594.82, 38.05, 46309.70, 0, 0xb0
524, 1405092057, 26.42, 99596.15, 38.04, 46159.39, 0, 0xb0
525, 1405092261, 26.42, 99592.27, 38.03, 46460.98, 0, 0xb0
526, 1405092464, 26.43, 99595.88, 38.00, 46259.49, 0, 0xb0
527, 1405092668, 26.42, 99596.41, 38.00, 46410.44, 0, 0xb0
528, 1405092872, 26.42, 99592.23, 37.99, 46511.63, 0, 0xb0
529, 1405093075, 26.42, 99593.66, 37.97, 46309.70, 0, 0xb0
530, 1405093279, 26.43, 99594.77, 37.94, 46410.44, 0, 0xb0
531, 1405093482, 26.43, 99595.61, 37.94, 46460.98, 0, 0xb0
532, 1405093686, 26.43, 99596.52, 37.93, 46613.25, 0, 0xb0
533, 1405093890, 26.43, 99595.54, 37.90, 46511.63, 0, 0xb0
534, 1405094093, 26.43, 99593.96, 37.89, 46766.53, 0, 0xb0
535, 1405094297, 26.43, 99595.30, 37.88, 47504.18, 0, 0xb0
536, 1405094500, 26.43, 99594.62, 37.87, 46766.53, 0, 0xb0
537, 1405094704, 26.43, 99596.36, 37.84, 46664.23, 0, 0xb0
538, 1405094908, 26.43, 99593.25, 37.84, 47610.19, 0, 0xb0
539, 1405095111, 26.43, 99593.54, 37.82, 46664.23, 0, 0xb0
540, 1405095315, 26.43, 99593.93, 37.81, 47823.65, 0, 0xb0
541, 1405095519, 26.44, 99595.90, 37.82, 47690.02, 0, 0xb0
542, 1405095722, 26.44, 99595.74, 37.81, 47610.19, 0, 0xb0
543, 1405095926, 26.44, 99596.85, 37.79, 47743.38, 0, 0xb0
544, 1405096129, 26.44, 99593.41, 37.79, 47770.11, 0, 0xb0
545, 1405096333, 26.44, 99594.28, 37.79, 46766.53, 0, 0xb0
546, 1405096537, 26.44, 99594.16, 37.79, 47850.47, 0, 0xb0
547, 1405096740, 26.44, 99593.52, 37.79, 48039.03, 0, 0xb0
548, 1405096944, 26.44, 99592.23, 37.77, 47850.47, 0, 0xb0
549, 1405097147, 26.44, 99594.67, 37.78, 47823.65, 0, 0xb0
550, 1405097351, 26.44, 99595.17, 37.79, 47904.19, 0, 0xb0
551, 1405097555, 26.44, 99595.06, 37.79, 48147.45, 0, 0xb0
552, 1405097758, 26.44, 99593.88, 37.79, 48012.00, 0, 0xb0
553, 1405097962, 26.45, 99595.59, 37.81, 48229.09, 0, 0xb0
554, 1405098166, 26.45, 99595.57, 37.84, 47985.00, 0, 0xb0
555, 1405098369, 26.45, 99596.15, 37.86, 47985.00, 0, 0xb0
556, 1405098573, 26.45, 99596.40, 37.87, 48174.63, 0, 0xb0
557, 1405098776, 26.45, 99595.20, 37.90, 47958.04, 0, 0xb0
558, 1405098980, 26.45, 99594.86, 37.94, 48039.03, 0, 0xb0
559, 1405099184, 26.45, 99594.05, 37.98, 48338.37, 0, 0xb0
560, 1405099387, 26.45, 99594.52, 38.02, 48093.18, 0, 0xb0
561, 1405099591, 26.45, 99593.49, 38.04, 48174.63, 0, 0xb0
562, 1405099794, 26.45, 99595.36, 38.07, 48147.45, 0, 0xb0
563, 1405099998, 26.46, 99596.81, 38.10, 48093.18, 0, 0xb0
564, 1405100202, 26.45, 99594.64, 38.08, 48420.66, 0, 0xb0
565, 1405100405, 26.45, 99595.12, 38.08, 48365.77, 0, 0xb0
566, 1405100609, 26.45, 99593.49, 38.08, 48039.03, 0, 0xb0
567, 1405100813, 26.46, 99595.55, 38.07, 48012.00, 0, 0xb0
568, 1405101016, 26.46, 99595.55, 38.06, 48283.67, 0, 0xb0
569, 1405101220, 26.45, 99594.77, 38.03, 48201.84, 0, 0xb0
570, 1405101423, 26.45, 99595.66, 38.00, 48066.09, 0, 0xb0
571, 1405101627, 26.45, 99594.81, 37.98, 48201.84, 0, 0xb0
572, 1405101831, 26.46, 99595.88, 37.97, 48256.36, 0, 0xb0
573, 1405102034, 26.46, 99597.38, 37.94, 48365.77, 0, 0xb0
574, 1405102238, 26.46, 99595.32, 37.93, 48448.14, 0, 0xb0
575, 1405102441, 26.46, 99596.34, 37.90, 48530.80, 0, 0xb0
576, 1405102645, 26.46, 99595.65, 37.90, 48365.77, 0, 0xb0
577, 1405102849, 26.47, 99596.42, 37.88, 48448.14, 0, 0xb0
578, 1405103052, 26.46, 99594.43, 37.85, 48448.14, 0, 0xb0
579, 1405103256, 26.47, 99598.52, 37.84, 48365.77, 0, 0xb0
580, 1405103460, 26.47, 99595.98, 37.84, 48311.00, 0, 0xb0
581, 1405103663, 26.47, 99596.34, 37.83, 48503.22, 0, 0xb0
582, 1405103867, 26.47, 99595.75, 37.82, 48613.75, 0, 0xb0
583, 1405104070, 26.46, 99595.26, 37.82, 48448.14, 0, 0xb0
584, 1405104274, 26.47, 99596.21, 37.82, 48613.75, 0, 0xb0
585, 1405104478, 26.47, 99595.10, 37.82, 48724.78, 0, 0xb0
586, 1405104681, 26.47, 99596.61, 37.81, 48780.49, 0, 0xb0
587, 1405104885, 26.48, 99597.22, 37.83, 48724.78, 0, 0xb0
588, 1405105088, 26.47, 99594.48, 37.84, 48948.38, 0, 0xb0
589, 1405105292, 26.47, 99595.49, 37.85, 48780.49, 0, 0xb0
590, 1405105496, 26.47, 99595.70, 37.87, 48920.31, 0, 0xb0
591, 1405105699, 26.47, 99595.12, 37.89, 48752.62, 0, 0xb0
592, 1405105903, 26.47, 99595.52, 37.91, 48724.78, 0, 0xb0
593, 1405106106, 26.47, 99598.97, 37.94, 48948.38, 0, 0xb0
594, 1405106310, 26.47, 99594.36, 37.94, 48808.39, 0, 0xb0
595, 1405106514, 26.47, 99597.38, 37.97, 48752.62, 0, 0xb0
596, 1405106717, 26.47, 99596.85, 37.97, 48752.62, 0, 0xb0
597, 1405106921, 26.47, 99594.94, 37.99, 48780.49, 0, 0xb0
598, 1405107125, 26.47, 99595.00, 38.01, 48780.49, 0, 0xb0
599, 1405107328, 26.47, 99596.80, 38.01, 48948.38, 0, 0xb0
600, 1405107532, 26.47, 99598.55, 38.02, 48892.29, 0, 0xb0
601, 1405107735, 26.47, 99596.02, 38.02, 48780.49, 0, 0xb0
602, 1405107939, 26.48, 99598.21, 38.03, 48920.31, 0, 0xb0
603, 1405108143, 26.48, 99595.90, 38.03, 48808.39, 0, 0xb0
604, 1405108346, 26.48, 99599.23, 38.05, 49145.71, 0, 0xb0
605, 1405108550, 26.48, 99595.97, 38.04, 48864.29, 0, 0xb0
606, 1405108753, 26.48, 99597.23, 38.04, 48836.32, 0, 0xb0
607, 1405108957, 26.48, 99598.01, 38.05, 49117.42, 0, 0xb0
608, 1405109161, 26.48, 99598.52, 38.03, 48920.31, 0, 0xb0
609, 1405109364, 26.48, 99597.76, 38.03, 48892.29, 0, 0xb0
610, 1405109568, 26.48, 99594.12, 38.02, 49202.38, 0, 0xb0
611, 1405109772, 26.48, 99597.92, 38.03, 48836.32, 0, 0xb0
612, 1405109975, 26.48, 99595.84, 38.02, 49117.42, 0, 0xb0
613, 1405110179, 26.48, 99594.37, 38.01, 48892.29, 0, 0xb0
614, 1405110382, 26.48, 99597.84, 38.00, 49032.75, 0, 0xb0
615, 1405110586, 26.49, 99596.94, 37.98, 49202.38, 0, 0xb0
616, 1405110790, 26.48, 99595.88, 37.96, 49060.94, 0, 0xb0
617, 1405110993, 26.49, 99596.59, 37.95, 49344.64, 0, 0xb0
618, 1405111197, 26.48, 99596.64, 37.94, 49401.77, 0, 0xb0
619, 1405111400, 26.48, 99596.47, 37.91, 49259.19, 0, 0xb0
620, 1405111604, 26.48, 99598.01, 37.92, 49145.71, 0, 0xb0
621, 1405111808, 26.49, 99595.09, 37.90, 49430.39, 0, 0xb0
622, 1405112011, 26.49, 99596.09, 37.89, 49316.12, 0, 0xb0
623, 1405112215, 26.49, 99596.92, 37.88, 49344.64, 0, 0xb0
624, 1405112419, 26.48, 99593.38, 37.87, 49373.19, 0, 0xb0
625, 1405112622, 26.49, 99596.84, 37.85, 49573.97, 0, 0xb0
626, 1405112826, 26.49, 99596.70, 37.84, 49487.73, 0, 0xb0
627, 1405113029, 26.49, 99595.41, 37.82, 49631.64, 0, 0xb0
628, 1405113233, 26.49, 99595.01, 37.81, 49401.77, 0, 0xb0
629, 1405113437, 26.49, 99597.24, 37.81, 49602.79, 0, 0xb0
630, 1405113640, 26.49, 99598.63, 37.79, 49631.64, 0, 0xb0
631, 1405113844, 26.50, 99598.55, 37.77, 49545.19, 0, 0xb0
632, 1405114048, 26.50, 99595.85, 37.77, 49487.73, 0, 0xb0
633, 1405114251, 26.50, 99594.66, 37.76, 49602.79, 0, 0xb0
634, 1405114455, 26.50, 99596.79, 37.75, 49660.52, 0, 0xb0
635, 1405114658, 26.50, 99597.80, 37.76, 49805.45, 0, 0xb0
636, 1405114862, 26.50, 99597.02, 37.74, 50009.77, 0, 0xb0
637, 1405115066, 26.50, 99594.36, 37.72, 49776.39, 0, 0xb0
638, 1405115269, 26.50, 99596.88, 37.74, 49776.39, 0, 0xb0
639, 1405115473, 26.50, 99595.17, 37.72, 49863.65, 0, 0xb0
640, 1405115676, 26.50, 99595.66, 37.73, 49631.64, 0, 0xb0
641, 1405115880, 26.50, 99594.67, 37.73, 50039.09, 0, 0xb0
642, 1405116084, 26.51, 99597.93, 37.73, 50186.24, 0, 0xb0
643, 1405116287, 26.51, 99595.48, 37.71, 49980.48, 0, 0xb0
644, 1405116491, 26.50, 99595.22, 37.72, 50097.85, 0, 0xb0
645, 1405116694, 26.50, 99596.48, 37.71, 50156.74, 0, 0xb0
646, 1405116898, 26.50, 99594.44, 37.71, 50097.85, 0, 0xb0
647, 1405117102, 26.50, 99596.33, 37.71, 50334.25, 0, 0xb0
648, 1405117305, 26.51, 99596.50, 37.68, 50156.74, 0, 0xb0
649, 1405117509, 26.51, 99596.44, 37.69, 50304.58, 0, 0xb0
650, 1405117713, 26.51, 99595.89, 37.68, 50186.24, 0, 0xb0
651, 1405117916, 26.51, 99595.15, 37.67, 50068.45, 0, 0xb0
652, 1405118120, 26.51, 99596.70, 37.66, 50274.94, 0, 0xb0
653, 1405118323, 26.51, 99594.77, 37.64, 50453.29, 0, 0xb0
654, 1405118527, 26.51, 99596.12, 37.64, 50274.94, 0, 0xb0
655, 1405118731, 26.51, 99595.42, 37.63, 50393.70, 0, 0xb0
656, 1405118934, 26.51, 99596.16, 37.61, 50483.14, 0, 0xb0
657, 1405119138, 26.51, 99596.75, 37.61, 50393.70, 0, 0xb0
658, 1405119341, 26.51, 99597.96, 37.61, 50363.96, 0, 0xb0
659, 1405119545, 26.52, 99596.15, 37.59, 50393.70, 0, 0xb0
660, 1405119749, 26.51, 99595.30, 37.59, 50483.14, 0, 0xb0
661, 1405119952, 26.52, 99597.30, 37.59, 50453.29, 0, 0xb0
662, 1405120156, 26.52, 99595.63, 37.59, 50783.57, 0, 0xb0
663, 1405120360, 26.52, 99596.87, 37.59, 50483.14, 0, 0xb0
664, 1405120563, 26.51, 99595.17, 37.58, 50572.89, 0, 0xb0
665, 1405120767, 26.51, 99592.52, 37.59, 50602.89, 0, 0xb0
666, 1405120970, 26.51, 99594.76, 37.59, 50662.97, 0, 0xb0
667, 1405121174, 26.50, 99595.47, 37.58, 50753.37, 0, 0xb0
668, 1405121378, 26.50, 99596.18, 37.59, 50723.20, 0, 0xb0
669, 1405121581, 26.50, 99598.66, 37.58, 50783.57, 0, 0xb0
670, 1405121785, 26.50, 99594.98, 37.58, 50783.57, 0, 0xb0
671, 1405121988, 26.50, 99594.36, 37.59, 50753.37, 0, 0xb0
672, 1405122192, 26.50, 99596.38, 37.58, 50874.40, 0, 0xb0
673, 1405122396, 26.50, 99596.54, 37.59, 50783.57, 0, 0xb0
674, 1405122599, 26.50, 99592.86, 37.60, 50874.40, 0, 0xb0
675, 1405122803, 26.50, 99596.39, 37.59, 50844.09, 0, 0xb0
676, 1405123007, 26.50, 99594.60, 37.62, 50965.56, 0, 0xb0
677, 1405123210, 26.50, 99596.05, 37.61, 50904.75, 0, 0xb0
678, 1405123414, 26.50, 99595.64, 37.63, 50965.56, 0, 0xb0
679, 1405123617, 26.50, 99593.78, 37.64, 50693.07, 0, 0xb0
680, 1405123821, 26.51, 99595.35, 37.64, 51179.53, 0, 0xb0
681, 1405124025, 26.51, 99596.18, 37.64, 50965.56, 0, 0xb0
682, 1405124228, 26.51, 99594.56, 37.64, 51240.99, 0, 0xb0
683, 1405124432, 26.51, 99595.95, 37.64, 50996.02, 0, 0xb0
684, 1405124635, 26.51, 99595.72, 37.63, 50935.14, 0, 0xb0
685, 1405124839, 26.51, 99595.30, 37.64, 51364.37, 0, 0xb0
686, 1405125043, 26.51, 99594.86, 37.63, 51118.21, 0, 0xb0
687, 1405125246, 26.51, 99594.91, 37.63, 51395.30, 0, 0xb0
688, 1405125450, 26.51, 99594.55, 37.61, 51179.53, 0, 0xb0
689, 1405125654, 26.51, 99595.74, 37.61, 51118.21, 0, 0xb0
690, 1405125857, 26.52, 99597.27, 37.60, 51240.99, 0, 0xb0
691, 1405126061, 26.52, 99596.55, 37.59, 51426.28, 0, 0xb0
692, 1405126264, 26.51, 99594.87, 37.59, 51488.34, 0, 0xb0
693, 1405126468, 26.51, 99593.88, 37.60, 51271.78, 0, 0xb0
694, 1405126672, 26.52, 99597.73, 37.58, 51550.54, 0, 0xb0
695, 1405126875, 26.52, 99595.71, 37.59, 51302.61, 0, 0xb0
696, 1405127079, 26.52, 99595.57, 37.58, 51519.42, 0, 0xb0
697, 1405127282, 26.52, 99596.02, 37.56, 51457.29, 0, 0xb0
698, 1405127486, 26.52, 99596.34, 37.57, 51426.28, 0, 0xb0
699, 1405127690, 26.52, 99594.32, 37.56, 51333.47, 0, 0xb0
700, 1405127893, 26.52, 99595.06, 37.55, 51706.73, 0, 0xb0
701, 1405128097, 26.52, 99598.62, 37.57, 51395.30, 0, 0xb0
702, 1405128301, 26.52, 99596.34, 37.58, 51426.28, 0, 0xb0
703, 1405128504, 26.52, 99595.20, 37.58, 51457.29, 0, 0xb0
704, 1405128708, 26.52, 99594.08, 37.57, 51738.07, 0, 0xb0
705, 1405128911, 26.52, 99594.47, 37.58, 51612.90, 0, 0xb0
706, 1405129115, 26.52, 99594.44, 37.58, 51550.54, 0, 0xb0
707, 1405129319, 26.52, 99594.46, 37.58, 51800.89, 0, 0xb0
708, 1405129522, 26.52, 99596.27, 37.58, 51612.90, 0, 0xb0
709, 1405129726, 26.52, 99593.75, 37.58, 51612.90, 0, 0xb0
